ID,Nombre,Precio,Descripción,SKU,URL Imagen
5647,LANZABAU “L”,58500,"<p>Aditivo acelerante de fraguado para concreto lanzado por vía húmeda, usado en revestimiento de túneles, taludes, bóvedas, cámaras bajo tierra, etc.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5644,DISPERBAU “1322-M”,75000,<p>Aditivo reductor de agua de medio rango en la preparación de concreto pre-mezclado.</p>,,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5641,DISPERBAU “RL”,55000,<p>Aditivo retardante de fraguado del concreto.</p>,,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5637,DISPERBAU “NL”,48000,"<p>Aditivo reductor de agua y fluidizante para la fabricación de concreto, reduce cemento o aumenta el revenimiento.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5632,DISPERBAU “AL”,15000,<p>Aditivo acelerante de fraguado y resistencias tempranas de concreto.</p>,,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5629,BAUBLOCK,64000,"<p>Aditivo para la fabricación de elementos vibro comprimidos como: block, bovedilla, adocreto y prefabricados cementosos de baja granulometria.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5615,ADHEBAU «E»,120000,"<p>Adhesivo para concreto, mortero, yeso, lechadas, pastas, pinturas y tiroles.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5609,ADHEBAU,10000,"<p>Adhesivo de alto desempeño para concreto, mortero, yeso, lechadas, pastas, pinturas y tiroles.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/05/CUBETA-19LTS-PRODUCTOS-QUIMICOS-1-IMAGEN.jpg
5590,Capuchón de seguridad,315600,"<p>Capuchón para varilla. Implemento de seguridad contra accidentes para varilla de 3/8&#8243; a 1&#8243; ,3/8&#8243; a 3/4&#8243; y 1&#8243; a 1 1/2&#8243;</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/RD150-IMAGEN-1.jpg
5575,Banda de PVC negra ojillada,220000,"<p>Sello retenedor de agua con ojillos, negro de 25 ml, elaborado a base de cloruro de polivinilo en forma de cinta, con bulbo central y laterales estriados.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/BOJN4-3.jpg
5560,Tubo cimbra 3 mts redondo,14000,"<p>Tubo cimbra de construcción, fabricado en carton de un solo uso de 3 metros de altura.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/Tubo-cimbra3-mts-redondo-DFAC.jpg
5551,Clip pinza mortero,60000,"<p>Silleta fabricada en concreto en su parte inferior y con un cliptipo pinza hecho de polipropileno en su parte superior. para malla desde 3 mm hasta 1/4&#8243;, para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-CLIP-MORTERO2-2cm.jpg
5543,Silleta mortero,60000,"<p>Silleta fabricada en concreto en su parte inferior y con un clip hecho de polipropileno en su parte superior. para malla desde 3 mm hasta 1/4&#8243;, para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-MORTERO-2-4cm.jpg
5535,Silletas de mortero,50000,"<p>Silleta completamente hecha de mortero. para varilla de hasta 1&#8243; , para recubrimiento de concreto, ideal para losas, zapatas, cimentaciones, entrepisos, trabes, para una carga maxima de 300 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SILLETA-MORTERO2-5cm.jpg
5532,Cono para cimbra,256700,"<p>Funciona como tapon y alineador , en conjunto con un corte de tubo aloja y alinea los tensores de la cimbra, evitando derrames de concreto.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/C0020-2-IMAGEN-1.jpg
5528,Disco para pila,101200,"<p>Separador lateral utilizado en pilas pesadas de grandes dimensiones y en muros de milán o de contención, para recubrimiento de concreto y calibre de acero de hasta 5/8&#8243;.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/DP200-IMAGEN1-1.jpg
5525,Cruceta doble armado muro,180900,"<p>Separador lateral para muros de concreto de 10 cm con doble malla, para recubrimiento de concreto de 2.5 cm a cada lado de la malla, para una carga maxima de 150 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/cruceta-doble-armado-murao-DFAC.jpg
5514,Disco separador,112900,"<p>Disco para separar lateralmente el acero de refuerzo, para recubrimiento de concreto, ideal para acabados aparentes, para una carga maxima de 100 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/DS200-IMAGEN-1.jpg
5511,Silleta F,215100,"<p>Silleta multifuncional para varilla de hasta 3/4&#8243;, para recubrimiento de concreto de 2 y 2.5 cm, para todo tipo de losas, trabes, contratrabes, prefabricados, tilt-ups y post-tensados, para una carga maxima de 250 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SF100-IMAGEN-1.jpg
5507,Silleta flexible para malla,62700,"<p>Silleta para malla de 4 a 10, para recubrimiento de concreto, para utilizarse sobre casetones de poliestireno, para una carga maxima de 300 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SFM060-IMAGEN-1.jpg
5503,Cilindro para malla,98100,"<p>Separador para malla de 4 a 10, para recubrimiento de concreto para utilizarse sobre superficies suaves o poco compactadas, para una carga maxima de 250 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/CM060-IMAGEN-1.jpg
5497,Silleta de entrepiso para malla,86800,"<p>Silleta para malla de 1 a 10, para recubrimiento de concreto, diseñado para losas de entrepiso y azotea, para una carga maxima de 150 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SME250-IMAGEN-1.jpg
5486,Silleta para malla,63459,"<p>Silleta para malla de 1 a 10, para recubrimiento de concreto, ideal para losas de cimentación, para una carga máxima de 250 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SM100-IMAGEN-1.jpg
5473,Silleta de entrepiso,135100,"<p>Silleta para malla o varilla de hasta 1/2&#8243;, para recubrimiento de concreto, ideal para acabados aparentes, para una carga maxima de 250 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SE250-IMAGEN-1.jpg
5453,Silleta piramidal,131500,"<p>Silleta para malla o varilla de hasta 1/2&#8243;, para recubrimiento de concreto con amplia base que le proporciona gran estabilidad, para una carga maxima de 250 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SP450-1.jpg
5434,Silleta utilitaria uso pesado,102800,"<p>Silleta para varilla de hasta 1 1/2&#8243;, para recubrimiento de concreto para pisos, caminos y todo tipo de losas de concreto, para una carga maxima de 450 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/HD500-IMAGEN-1.jpg
5426,Silleta H de 4 puntos,128100,"<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Silleta para varilla de hasta 1 1/2\&quot;, para recubrimiento de concreto de 4 cm, especial para prefabricados, todo tipo de losas, trabes, contratrabes, tilt-ups y post-tensados, para una carga maxima de 275 kg.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14593,&quot;3&quot;:{&quot;1&quot;:0,&quot;3&quot;:1},&quot;11&quot;:4,&quot;14&quot;:{&quot;1&quot;:3,&quot;3&quot;:1},&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">Silleta para varilla de hasta 1 1/2&#8243;, para recubrimiento de concreto de 4 cm, especial para prefabricados, todo tipo de losas, trabes, contratrabes, tilt-ups y post-tensados, para una carga maxima de 275 kg.</span></p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SH200-4-IMAGEN-1.jpg
5412,SILLETA H,91100,"<p>Silleta para varilla desde 1 1/2&#8243; hasta 11 1/2&#8243;, para recubrimiento de concreto, para todo tipo de losas, trabes, contratrabes, prefabricados, tilt-ups y post-tensados, para una carga maxima de 450 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/04/SH600-IMAGEN-1.jpg
5409,Cuña de acero,57800,"<p>Cuña metálica para cimbra, elavorada con acero de alta resistencia, con capacidad de acuñe de 25mm y capacidad de carga de 1350 kg.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/03/CA01-IMAGEN-1.jpg
5367,Tirante tipo moño con rondana,58100,"<p>Moño para cimbra con rondana de neopreno, elaborado con acero de alto carbón de 5.8 mm de diámetro, con capacidad de carga de 1,350 kg y resistencia máxima de 2,200 kg. COSTO POR ATADO.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/12/MONO-DE-20CM-CON-NEOPRENO.png
5325,Tirante tipo moño,53100,"<p>Moño para cimbra, elaborado con acero de alto carbón de 5.8 mm de diámetro, con capacidad de carga de 1,350 kg y resistencia máxima de 2,200 kg. COSTO POR ATADO.</p>",,http://cimbrayaccesorios.com.mx/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-29-at-11.23.16-AM-2.jpeg
